id,created_at,text
854172035513274376,2017-04-18 03:17:37,b'@UltimaMiradaCHV  \xc2\xbfpor qu\xc3\xa9 no me han invitado como precandidata presidencial independiente de la clase pol\xc3\xadtica? todos somos precandidatos'
854171532947574785,2017-04-18 03:15:37,b'@AlgoPersonalUCV   espero me inviten como precandidata presidencial independiente de la clase pol\xc3\xadtica. Los medios deben informar.'
854155481941716992,2017-04-18 02:11:50,"b'El refichaje, otra contundente evidencia de que la clase pol\xc3\xadtica chilena es corrupta y antidemocr\xc3\xa1tica. https://t.co/KNoe3A2Qbj'"
852355821765832705,2017-04-13 03:00:38,b'El programa @elinformanteTVN:  evidencia contundente de la decadencia de la clase pol\xc3\xadtica. Es urgente crear un nuevo sistema pol\xc3\xadtico.'
851618022871638016,2017-04-11 02:08:53,b'https://t.co/6ZWhXIhMq4 basta de usar los conflictos sociales  con fines electorales. Est\xc3\xa1n causando por a\xc3\xb1os mucho sufrimiento humano.'
851616911251038208,2017-04-11 02:04:28,b'No han sido capaces de construir una reforma educacional y pretenden gobernar. Millones de pesos en parlamentarios\xe2\x80\xa6 https://t.co/yXj3km7kn0'
851615173316026369,2017-04-11 01:57:34,"b'https://t.co/rPlrB2Ncb4\nConstruyamos democr\xc3\xa1ticamente un nuevo sistema pol\xc3\xadtico en Chile, por democracia, y derechos humanos. 3 pasos.'"
851614708784287744,2017-04-11 01:55:43,b'https://t.co/lS9kc8FLgP desde el minuto 4 puedes escuchar la entrevista brindada a Radio San Joaquin. Por favor difundir. @CaneloCarola'
851404839766589440,2017-04-10 12:01:46,b'https://t.co/lS9kc8oaph desde el minuto 4 puedes escuchar la entrevista brindada a Radio San Joaquin. Por favor difundir. @CaneloCarola'
851396815241052160,2017-04-10 11:29:53,b'A los estudiantes que marchan y a los profesionales endeudados: No te dejes enga\xc3\xb1ar por la clase pol\xc3\xadtica. \nhttps://t.co/6ZWhXIznOE'
851268192806752256,2017-04-10 02:58:47,"b'https://t.co/cgTwdqXciV interpelaci\xc3\xb3n en el Juego de la Raz\xc3\xb3n de Javier Calzada a Beatriz S\xc3\xa1nchez, sobre \xc3\xa9tica period\xc3\xadstica, y refichaje.'"
851267905534607361,2017-04-10 02:57:39,b'https://t.co/jtTtZL3X3P agradecer\xc3\xada ver y compartir interpelaci\xc3\xb3n en el Juego de la Raz\xc3\xb3n de Javier Calzada a Boric sobre el refichaje.'
851205506270212096,2017-04-09 22:49:41,b'@Seferene La invito a leer en https://t.co/CdXvdfcWrF nuestras propuestas y en la p\xc3\xa1gina de Facebook Somos del 95%\xe2\x80\xa6 https://t.co/IbZYCsUyrP'
851205133824294916,2017-04-09 22:48:13,"b'El PS es un ejemplo de la clase pol\xc3\xadtica en nuestro pa\xc3\xads, que adopta decisiones de c\xc3\xbapula sin participaci\xc3\xb3n de sus\xe2\x80\xa6 https://t.co/ZkjpP0xBmE'"
851200968834379776,2017-04-09 22:31:40,"b'https://t.co/V5oso4PQRi Agradeceria ver y compartir esta entrevista en Radio La Clave efectuada el d\xc3\xada de hoy. Saludos, Carola Canelo'"
850470928693723136,2017-04-07 22:10:45,b'https://t.co/1og2fotDSA   ver el raciocinio limitado a nivel de programa de S\xc3\xa1nchez sobre si votar\xc3\xada por @SenadorGuillier o por Pi\xc3\xb1era.'
850082515121516544,2017-04-06 20:27:20,b'Nos vemos ma\xc3\xb1ana viernes 7 de abril a las 13:00 hrs en el auditorio de la Facultad de Ciencias Naturales y Exactas de la UPLA. Carola Canelo'
849082126280650755,2017-04-04 02:12:08,"b'Agradecer\xc3\xada ver entrevista brindada a Beatriz S\xc3\xa1nchez el pasado mes de noviembre. Saludos, Carola Canelo'"
848419098958602240,2017-04-02 06:17:30,b'y se extra\xc3\xb1an? si hace a\xc3\xb1os atr\xc3\xa1s el propio Francisco Vidal reconoci\xc3\xb3 que hubo orden a Contralor\xc3\xada para quemar pape\xe2\x80\xa6 https://t.co/Pfnw5hzQMy'
848418811204083712,2017-04-02 06:16:22,"b'Obvio, el Frente Amplio es un producto derivado de la Nueva Mayor\xc3\xada. As\xc3\xad que bienvenidos all\xc3\xad los ex socialistas, y\xe2\x80\xa6 https://t.co/KskKxxZU3i'"
848418181362270208,2017-04-02 06:13:51,b'Y donde est\xc3\xa1 la responsabilidad del Ministerio del Interior? https://t.co/FrePOXj3Xz'
848418055294140416,2017-04-02 06:13:21,"b'@24HorasTVN Lo cuestionable es que el Estado de Chile no cumpla con la autodeterminaci\xc3\xb3n del pueblo mapuche, confor\xe2\x80\xa6 https://t.co/LFgIqjvbgB'"
848417825014169600,2017-04-02 06:12:26,b'RT @24HorasTVN: Pi\xc3\xb1era cuestiona tardanza del Gobierno en aplicar la Ley de Seguridad del Estado en La Araucan\xc3\xada\xe2\x86\x92 https://t.co/I6RGZ4YlvN h\xe2\x80\xa6'
848417547166728192,2017-04-02 06:11:20,b'Los partidos pol\xc3\xadticos son parte del problema y no de la soluci\xc3\xb3n. https://t.co/6oevqOm1UB'
848417216559063040,2017-04-02 06:10:01,b'https://t.co/6MkzOWhDpP'
848370964765265921,2017-04-02 03:06:14,"b'La dictadura ha impedido que los ciudadanos ejerzamos nuestro poder pol\xc3\xadtico;  por la fuerza, y luego financiando a\xe2\x80\xa6 https://t.co/aSeybjc7J0'"
848369187210874881,2017-04-02 02:59:10,b'Para reflexionar https://t.co/B8gCR3Dxl7'
848368764773126145,2017-04-02 02:57:30,"b'https://t.co/fWXTwYwYSF  Agradecer\xc3\xada ver, leer, reflexionar y difundir.'"
848166773723672577,2017-04-01 13:34:51,"b'Agradecer\xc3\xada ver y compartir esta infograf\xc3\xada, especialmente entre las personas endeudadas por la educaci\xc3\xb3n superior\n\nhttps://t.co/6ZWhXIznOE'"
847661987299418112,2017-03-31 04:09:01,b'\xc2\xbfHay 10 diputados en Chile para sustentar una acusaci\xc3\xb3n constitucional contra Vald\xc3\xa9s y Bachelet? Parece que no.\nhttps://t.co/3j3rROfLzY'
847180660544622592,2017-03-29 20:16:23,"b'Estimada Marcia Vargas, as\xc3\xad es, manipulada por la clase pol\xc3\xadtica y sus medios de comunicaci\xc3\xb3n social. https://t.co/OB8Ykox4Rr'"
847180381921140738,2017-03-29 20:15:17,"b'As\xc3\xad es. Un abrazo a las personas de Antofagasta. Disputemos el poder pol\xc3\xadtico a la clase pol\xc3\xadtica, por la dignidad\xe2\x80\xa6 https://t.co/nvSuEpELk9'"
845680108207779842,2017-03-25 16:53:44,"b""RT @d3mon_k: Zaldivar presidente del Senado, pi\xc3\xb1era y lagos quieren ser presidentes. Estos wns est\xc3\xa1n desde los 80' impidiendo q la alegr\xc3\xada\xe2\x80\xa6"""
844633777552982016,2017-03-22 19:35:59,b'Agradecer\xc3\xada ver y compartir este video sobre nuestras propuestas en materia de jubilaciones. Carola Canelo https://t.co/SCqDyIL2yW'
843232710839750657,2017-03-18 22:48:39,b'https://t.co/ruYlfRsJJo  Agradecer\xc3\xada ver y compartir esta interpelaci\xc3\xb3n a la Presidenta del Colegio de Periodistas Javiera Olivares.'
842567837545848833,2017-03-17 02:46:41,"b'Muchas gracias a los ciudadanos de La Florida que hoy firmaron por mi candidatura. Un abrazo, Carola Canelo'"
842567384229728257,2017-03-17 02:44:53,b'Muchas gracias a los ciudadanos de Valpara\xc3\xadso que hoy firmaron en notar\xc3\xada junto al padre Oscar Zamora Uma\xc3\xb1a por mi candidatura.'
842566910713716739,2017-03-17 02:43:00,"b'Muchas gracias padre Oscar Zamora Uma\xc3\xb1a, de Valpara\xc3\xadso, por su apoyo. Un abrazo, Carola Canelo'"
842225974859112448,2017-03-16 04:08:14,b'La Corte Suprema orden\xc3\xb3 darle tramitaci\xc3\xb3n al recurso de protecci\xc3\xb3n interpuesto en contra del Servel por nosotros en favor de los ciudadanos.'
839575918905593856,2017-03-08 20:37:52,"b'Nos vemos en la marcha hoy a las 18:30 hrs en el Teatro Baquedano. Nuestra reivindicaci\xc3\xb3n, en el fondo, es ser consideradas seres humanos.'"
839575331203842049,2017-03-08 20:35:32,"b'No necesito disfrazarme ni leyes falsamente ""revolucionarias"". Soy mujer y he luchado por la justicia toda mi vida. Carola Canelo'"
839203393130409986,2017-03-07 19:57:35,b'Los invito a conocerme y a comprender por qu\xc3\xa9 quiero ser Presidenta de la Rep\xc3\xbablica de Chile. Un abrazo ! https://t.co/Bve9TuZoI4'
837513436074500097,2017-03-03 04:02:18,"b'Gracias ciudadanos de Los Lagos por todas sus atenciones y muestras de cari\xc3\xb1o y apoyo. Un abrazo, Carola Canelo'"
837513327412719616,2017-03-03 04:01:52,b'Gracias ciudadanos de Chilo\xc3\xa9 por todo su cari\xc3\xb1o y apoyo. Carola Canelo'
836218907845398530,2017-02-27 14:18:18,"b'Les env\xc3\xado un cari\xc3\xb1oso saludo desde la Isla Grande de Chilo\xc3\xa9, donde iniciaremos el proceso de firmas ante notario. \xc2\xa1S\xc3\xb3lo de nosotros depende!'"
836074410234818560,2017-02-27 04:44:07,"b'Muchas gracias a los ciudadanos de la Isla Grande de Chilo\xc3\xa9, por su generosidad y apoyo.  Un abrazo, Carola @CaneloCarola'"
836073992817688576,2017-02-27 04:42:28,b'Muchas gracias a los ciudadanos de la Regi\xc3\xb3n de los R\xc3\xados en particular de la comuna de Los Lagos y Paillaco. @CaneloCarola'
831335116911816704,2017-02-14 02:51:51,b'Siempre he sostenido una fuerte cr\xc3\xadtica al Monopolio sin distinci\xc3\xb3n. https://t.co/5noSiWJorp @CaneloCarola'
830098629096566786,2017-02-10 16:58:30,"b'Los invito hoy 10 de febrero a la Notar\xc3\xada de Sergio Martel, calle Esquina Blanca 0211, Maip\xc3\xba.  Carola Canelo precandidata presidencial.'"
827572797224398848,2017-02-03 17:41:45,b'@anyelogut la web no dice eso. Por favor l\xc3\xa9alo de nuevo y si tiene alguna duda adicional escriba a ccanelo@caneloabogados.cl Carola Canelo'
827526943587315712,2017-02-03 14:39:32,b'@anyelogut le enviaremos un correo sobre su situaci\xc3\xb3n personal para que est\xc3\xa9 tranquilo. Nosotros somos decentes y cumplimos con el servicio.'
827526614829432833,2017-02-03 14:38:14,"b'@anyelogut Nuestra ayuda es defensa al no pago, y la elaboraci\xc3\xb3n de una demanda por gratuidad, lo que estamos haciendo. @CaneloCarola'"
827502676443267072,2017-02-03 13:03:06,"b'Estimados todos, agradeceria ver y compartir este video. NO AL FRAUDE ELECTORAL.  @CaneloCarola\n https://t.co/9QnaI4yKL2'"
827501685924888577,2017-02-03 12:59:10,"b'@cjwaymann gracias, buena forma de mostrar lo que es  la igualdad de posici\xc3\xb3n,  Viva la equidad. @CaneloCarola'"
826879768847085570,2017-02-01 19:47:54,b'@Kafkaschloss gracias por tu respuesta. Apoyas mi precandidatura presidencial independiente? Necesitamos 38.000 firmas ante notario. Carola'
826640328761495552,2017-02-01 03:56:27,b'Agradecer\xc3\xada ver y compartir esta interpelaci\xc3\xb3n a la Presidenta y a los parlamentarios por los incendios. \nhttps://t.co/iKy5oV0SzJ'
826192094859501568,2017-01-30 22:15:19,b'RT @pspfuturofm: En el panel de #FuturoPSP conversan @CaneloCarola @jgomezarismendi Pablo Veloso y @freddy_stock https://t.co/hklnZPjPJg'
826192082255626240,2017-01-30 22:15:16,b'RT @futurofm: En el panel de #FuturoPSP conversan @CaneloCarola @jgomezarismendi Pablo Veloso y @freddy_stock https://t.co/isF0FHxJSF'
826152196307877889,2017-01-30 19:36:47,"b'Estimados todos, los invito a escuchar Radio Futuro 88.9 hoy lunes a las 7 pm. Un abrazo, Carola Canelo'"
825917719312744449,2017-01-30 04:05:03,b'Agradecer\xc3\xada ver y compartir en https://t.co/DLKf7i3FMw   una entrevista donde conocer\xc3\xa1n nuestras propuestas de gobierno. Carola Canelo'
825400870867202053,2017-01-28 17:51:17,"b'Hoy a las 19 50, conectate a este link https://t.co/JRaRSOn0Ao'"
825195269641891841,2017-01-28 04:14:18,b'Nos vemos hoy s\xc3\xa1bado 28 de enero desde las 10:00 hrs en la Notar\xc3\xada Bosh en Amun\xc3\xa1tegui 385 para conocernos personalmente. Carola Canelo'
824967646953209856,2017-01-27 13:09:48,"b'@Kafkaschloss tiene toda la raz\xc3\xb3n. Todo trabajo, y por cierto el heroico y sacrificado trabajo de Bomberos, debe ser justamente remunerado.'"
824845139591917569,2017-01-27 05:03:00,"b'Agradecer\xc3\xada ver y compartir esta interpelaci\xc3\xb3n de Javier Calzada al precandidato Guillier. Saludos, Carola Canelo\nhttps://t.co/X8GierKdSe'"
824844332154789889,2017-01-27 04:59:48,"b'@leo_verdugo @MarciaVargasS claro, es inaceptable algo as\xc3\xad, porque es una situaci\xc3\xb3n profundamente injusta. Saludos, Carola Canelo'"
824844151069896704,2017-01-27 04:59:05,b'Agradecer\xc3\xada ver y compartir esta interpelaci\xc3\xb3n de Javier Calzada al precandidato Guiller  \nhttps://t.co/X8GierKdSe'
824358759396937731,2017-01-25 20:50:18,"b'Este s\xc3\xa1bado 28 de enero, estaremos en maip\xc3\xba https://t.co/lwAebEWDLy'"
823892555066703872,2017-01-24 13:57:46,b'Pr\xc3\xb3ximo jueves! https://t.co/eOZckxhaRg'
823655229497475072,2017-01-23 22:14:44,"b'RT @futurofm: Incendio forestales, voceros Lagos y otros temas se discuten en panel #FuturoPSP @freddy_stock y @CaneloCarola @jgomezarismen\xe2\x80\xa6'"
822968528915615745,2017-01-22 00:46:01,"b'@Ivetita44 cualquier d\xc3\xada se puede ir a firmar, los d\xc3\xadas s\xc3\xa1bado lo hacemos para los que no pueden en la semana.'"
822967620978741248,2017-01-22 00:42:25,"b'El Estado financia a las empresas forestales que deshidratan el suelo, influyendo en los incendios y no act\xc3\xbaa en protecci\xc3\xb3n de las personas.'"
822644784280039424,2017-01-21 03:19:35,b'Nos vemos hoy s\xc3\xa1bado 21 de enero a las 9:00 hrs en Amun\xc3\xa1tegui 385 a firmar por nuestra candidatura presidencial independiente.@CaneloCarola'
822644148599750662,2017-01-21 03:17:03,b'Los incendios son un ejemplo del genocio en goteo que sufre nuestro pa\xc3\xads por la grave corrupci\xc3\xb3n del Estado.\xe2\x80\xa6 https://t.co/O9KOHtP89F'
822288681281196032,2017-01-20 03:44:33,b'Gracias ciudadanos de Puente Alto por firmar ante Notario en apoyo a nuestra candidatura presidencial independiente. @CaneloCarola'
822181151225905152,2017-01-19 20:37:16,"b'""Estamos en el D\xc3\xada C en Puente Alto, en la Notar\xc3\xada Andr\xc3\xa9s Vega."" https://t.co/HKcB6i5qOm'"
822178664146210816,2017-01-19 20:27:23,"b'""Estamos en el D\xc3\xada C en Puente Alto, en la Notar\xc3\xada Andr\xc3\xa9s Vega."" https://t.co/5xgIdBcvD9'"
822133185857355777,2017-01-19 17:26:40,"b'@ignaciovalt por supuesto que s\xc3\xad, de apoco vamos llegando a m\xc3\xa1s ciudades de todo Chile.'"
822132936803815424,2017-01-19 17:25:41,b'@faraonakarma esperamos que pronto.'
821464792305139719,2017-01-17 21:10:43,"b'Este jueves, nos juntaremos en la plaza de puente alto, para luego caminar a la notar\xc3\xada https://t.co/cBubKGcSEs'"
821376733484040193,2017-01-17 15:20:48,"b'Jueves 19, nos reuniremos a las 15:00, plaza de puente alto, y caminaremos a la notaria, Andr\xc3\xa9s Vega, en Manuel Rodriguez 053 oficina 206'"
821208924024139778,2017-01-17 04:13:59,b'@Metalero_XII  Chile necesita una nueva legislaci\xc3\xb3n que no trate como enemigos a los extranjeros.  Igualdad de derechos y obligaciones.'
821097480976678912,2017-01-16 20:51:09,"b'Ya estamos en @futurofm para participar en el programa #PalabrasSacanPalabras junto a @freddy_stock, Esc\xc3\xbachanos en\xe2\x80\xa6 https://t.co/JcGQ1xZnRV'"
820766175583961090,2017-01-15 22:54:40,"b'@Cooperativa \xc2\xbfqu\xc3\xa9 hacen de manera concreta las autoridades, incluida Bachelet, cuando en Chile se tortura?. @CaneloCarola'"
820765551488356352,2017-01-15 22:52:11,"b'Estimados, por favor ver y compartir este video sobre inmigraci\xc3\xb3n. ""Ning\xc3\xban ser humano es ilegal"". Carola Canelo\n\nhttps://t.co/TOhs57cmfa'"
820645714107699200,2017-01-15 14:55:59,b'\xc2\xa1Ninguna persona es ilegal! apoyando enla marcha por la amnistia migratoria https://t.co/GKvQ30bcvI'
820341102226132992,2017-01-14 18:45:34,b'La gratuidad en la ense\xc3\xb1anza superior es una obligaci\xc3\xb3n vigente en Chile desde 1989.  @CaneloCarola https://t.co/VdR9SaILrS'
819984353111474182,2017-01-13 19:07:59,"b'@a_bleuvent invita a quien quieras, te esperamos'"
819981497633538048,2017-01-13 18:56:38,"b'Ma\xc3\xb1ana s\xc3\xa1bado, preparamos un encuentro especial, para aquellos que no pueden en dia de semana. Pregunten por Claudi\xe2\x80\xa6 https://t.co/cA26Vb7LoU'"
819948800819204096,2017-01-13 16:46:42,b'Documento de patrocinio https://t.co/tikwOeCt2C'
819946959863693313,2017-01-13 16:39:23,b'Sobre como firmar en notarias https://t.co/YwCIuQrDLu'
819946793521790976,2017-01-13 16:38:44,"b'@Kbravo142 hola. Dime de que regi\xc3\xb3n eres? Si, puede ser en cualquier notaria. https://t.co/YwCIuQrDLu'"
819764490677972993,2017-01-13 04:34:19,"b'Los invito a todos a https://t.co/CdXvdfcWrF @CaneloCarola   De todos depende un cambio pol\xc3\xadtico sustancial en Chile, inf\xc3\xb3rmate y participa.'"
819764127610634240,2017-01-13 04:32:53,b'https://t.co/mh6IwPa5Bk\nSaludos a  Pousta. Muchas gracias por compartir y reflexionar de manera l\xc3\xbadica las noticias. @CaneloCarola'
819762176185483264,2017-01-13 04:25:07,b'Gracias a todos los que hoy concurrieron a notaria a firmar el documento de patrocinio de la candidatura presidencial. @CaneloCarola'
819696157656043525,2017-01-13 00:02:47,"b'@_nataliagalvez lo antes posible, para poder contabilizar las firmas. Limite marzo'"
819647215832563712,2017-01-12 20:48:19,"b'Los estamos esperando en Hu\xc3\xa9rfanos con Ahumada, caminando a firmar en la Notar\xc3\xada en Teanino #331. Recuerde\xe2\x80\xa6 https://t.co/jUiuZnCniq'"
819623945104228353,2017-01-12 19:15:51,"b'Nos vemos hoy a las 5pm en Ahumada con Hu\xc3\xa9rfanos, y luego vamos a Teatinos 331 a la Notar\xc3\xada. No m\xc3\xa1s Monopolio. Un abrazo. Carola Canelo.'"
819618289508872192,2017-01-12 18:53:22,b'https://t.co/t7bjuBOnNv'
819598564951289856,2017-01-12 17:34:59,"b'Agradecer\xc3\xada ver y compartir este video sobre diversidad sexual. Un abrazo, @CaneloCarola Canelo\nhttps://t.co/2XZUhpEsIv'"
819598138017251328,2017-01-12 17:33:18,b'@dekidts en notaria araya serrano 386'
819558214916329472,2017-01-12 14:54:39,"b'Hoy desde las 17:00 hrs, en Hu\xc3\xa9rfanos con Ahumada. Luego caminaremos todos a firmar a Notar\xc3\xada en Teatinos #331.\xe2\x80\xa6 https://t.co/lKuBAxM2W5'"
819549645441560577,2017-01-12 14:20:36,"b'Si no quieres que sigan gobernando los mismos de siempre, participa en Ahumada con Hu\xc3\xa9rfanos hoy a las 5 pm.\n\nhttps://t.co/vH2jluktMS'"
819357036664201216,2017-01-12 01:35:15,"b'@petercorgan ma\xc3\xb1ana en el dia c, huerfanos coj amunategui, estan invitados todos a las 17 horas'"
819319201915666433,2017-01-11 23:04:54,b'En reuni\xc3\xb3n ampliada de nuestra candidatura 100% independiente. Trabajo de firmas. https://t.co/ugykXoBDGg'
819303086598537218,2017-01-11 22:00:52,b'@aguzmanv @freddy_stock @pspfuturofm  a cualquier notaria con el documento de patrocinio. Preferentemente en teatinos 331'
819299147727638528,2017-01-11 21:45:13,"b'@aguzmanv a cualquier notaria con el documento de patrocinio, gratuito. Pero puedes darme tus datos y te comunico con alguien del sector'"
819282434671919104,2017-01-11 20:38:48,"b'@drmarcelost as\xc3\xad es, te invito a leer mi pensamiento pol\xc3\xadtico, donde puedes ver contestada esa, y otras preguntas que puedas tener.'"
819261556726857729,2017-01-11 19:15:50,"b'Por mujeres emancipadas, conscientes de su condici\xc3\xb3n de seres humanos y, conforme a ello, iguales a los hombres, en\xe2\x80\xa6 https://t.co/ZzGhJWLs9z'"
819258087936847872,2017-01-11 19:02:03,b'#NuevaFotoDePerfil https://t.co/fxY0hy4jmN'
819239032446132224,2017-01-11 17:46:20,"b'@querobuds hola, bueno creando conciencia social e invitando a firmar, ya que #sinfirmasnohaycandidatura'"
819215964562661377,2017-01-11 16:14:40,b'Varias personas me han preguntado si soy de Izquierda o de Derecha. Los invito a conocer mi pensamiento pol\xc3\xadtico. https://t.co/ASZFmihAy1'
819203917858934785,2017-01-11 15:26:48,b'Gendarmer\xc3\xada est\xc3\xa1 financiada con todos los impuestos que pagamos los habitantes de nuestro pa\xc3\xads. \xc2\xbfEs correcto que de\xe2\x80\xa6 https://t.co/OlKwTLzwQg'
819203393713537026,2017-01-11 15:24:43,"b'Si quieres gobernar y no dejar que sigan gobernando los mismos de siempre, te pido que me conozcas en https://t.co/CdXvdfcWrF'"
819016511323049986,2017-01-11 03:02:07,b'@nancyortegal  lo antes posible!!! No m\xc3\xa1s all\xc3\xa1 de marzo'
818993232038264832,2017-01-11 01:29:37,b'Saliendo de la reuni\xc3\xb3n de comunicaciones. https://t.co/14VjtdJDlA'
818666653470703617,2017-01-10 03:51:54,"b'Estimados todos, por favor ver y compartir este link sobre nuestra candidatura. Un abrazo, Carola Canelo\nhttps://t.co/YwCIuQJeD2'"
